"","priceType","area","yyyymm","day","deposit","price","floor","build","aptType","yyyy","mm","si"
"1488041","전세",32.1,201910,"14",8000,0,2,"1987","연립다세대","2019","10","안양동안구"
"1047374","월세",65.58,201803,"16",1000,35,1,"1982","단독다가구","2018","03","하남시"
"437388","전세",39.66,201702,"11",6000,0,3,"1988","아파트","2017","02","부천시"
"99028","월세",84.9175,201603,"18",7000,100,9,"2011","아파트","2016","03","수원영통구"
"1447884","전세",75,201904,"10",24000,0,1,"2018","단독다가구","2019","04","하남시"
"744116","전세",49.14,201806,"28",20500,0,7,"1992","아파트","2018","06","고양일산동구"
"627257","월세",20,201707,"16",200,30,1,"2003","단독다가구","2017","07","안산단원구"
"1454767","전세",80,201909,"2",28000,0,1,"null","단독다가구","2019","09","화성시"
"382546","전세",84.6186,201709,"14",21000,0,5,"2004","아파트","2017","09","고양일산동구"
"1354394","월세",26.4,201901,"21",200,20,1,"2003","단독다가구","2019","01","고양덕양구"
"842427","전세",83.4,201809,"11",17000,0,7,"1993","아파트","2018","09","수원팔달구"
"1372804","월세",74.71,201905,"16",400,23,1,"1975","단독다가구","2019","05","남양주시"
"660347","월세",100,201705,"12",3000,40,1,"1994","단독다가구","2017","05","평택시"
"1442208","전세",60,201906,"14",9000,0,1,"2015","단독다가구","2019","06","평택시"
"1064528","전세",48.275,201806,"28",9000,0,3,"1991","연립다세대","2018","06","남양주시"
"1497501","전세",47.81,201903,"29",9500,0,3,"2015","연립다세대","2019","03","이천시"
"780550","월세",73.4149,201804,"16",3000,60,13,"2017","아파트","2018","04","김포시"
"8787","전세",58.626,201607,"22",19000,0,2,"1994","아파트","2016","07","고양일산동구"
"169660","월세",74.25,201603,"30",7036,40,2,"2011","아파트","2016","03","파주시"
"1170512","전세",105.8231,201910,"4",26000,0,8,"2011","아파트","2019","10","김포시"
"280794","월세",28,201608,"18",200,36,1,"2005","단독다가구","2016","08","오산시"
"188534","월세",76.7822,201611,"25",5000,90,14,"2007","아파트","2016","11","화성시"
"586655","전세",80.52,201712,"16",4800,0,1,"1990","단독다가구","2017","12","부천시"
"731818","전세",84.73,201702,"1",29500,0,6,"2016","오피스텔","2017","02","용인수지구"
"385458","전세",84.92,201702,"14",24000,0,15,"2002","아파트","2017","02","고양일산서구"
"1468228","전세",68.03,201903,"6",14000,0,5,"2004","연립다세대","2019","03","부천시"
"178777","전세",84.765,201603,"4",12000,0,4,"1992","아파트","2016","03","평택시"
"473060","월세",84.7561,201706,"22",10000,80,4,"2004","아파트","2017","06","시흥시"
"966994","전세",46.2,201807,"16",7700,0,1,"2014","단독다가구","2018","07","김포시"
"770391","전세",41.4,201807,"24",13500,0,4,"1993","아파트","2018","07","군포시"
"837434","월세",84.81,201802,"7",16434,39,5,"2013","아파트","2018","02","수원영통구"
"344892","전세",15.3,201608,"10",5000,0,2,"2011","연립다세대","2016","08","용인기흥구"
"713498","전세",135.1512,201701,"31",50000,0,1,"2008","연립다세대","2017","01","하남시"
"1016123","전세",50,201806,"6",7000,0,1,"2004","단독다가구","2018","06","안산상록구"
"1435981","전세",55,201909,"20",8000,0,1,"1983","단독다가구","2019","09","의정부시"
"838337","월세",51.94,201805,"23",5405,34,22,"2011","아파트","2018","05","수원영통구"
"990800","전세",50.11,201810,"11",10000,0,1,"1997","단독다가구","2018","10","성남수정구"
"1124925","전세",34.58,201810,"29",13000,0,4,"2010","오피스텔","2018","10","화성시"
"1368452","월세",33,201902,"20",1000,30,1,"1989","단독다가구","2019","02","군포시"
"455409","월세",74.99,201706,"8",30000,40,15,"2017","아파트","2017","06","성남수정구"
"258827","전세",33,201602,"17",3300,0,1,"2002","단독다가구","2016","02","수원장안구"
"943830","월세",36.59,201803,"5",1737,19,20,"2017","아파트","2018","03","화성시"
"66745","전세",84.8533,201607,"21",35500,0,15,"2002","아파트","2016","07","부천시"
"869376","전세",49.8,201804,"19",17000,0,12,"2003","아파트","2018","04","안양만안구"
"513970","전세",84.9959,201712,"26",40000,0,10,"2004","아파트","2017","12","용인수지구"
"134832","월세",84.99,201612,"27",6240,27,9,"2014","아파트","2016","12","양주시"
"966842","전세",33,201811,"18",7000,0,1,"2018","단독다가구","2018","11","김포시"
"377226","월세",59.97,201704,"26",3000,75,4,"1996","아파트","2017","04","고양덕양구"
"1475029","월세",40.49,201908,"6",10000,13,4,"1992","연립다세대","2019","08","성남중원구"
"611136","월세",32.7,201707,"15",2000,20,1,"1992","단독다가구","2017","07","수원권선구"
"725573","전세",25.92,201703,"14",8000,0,10,"1992","오피스텔","2017","03","성남수정구"
"1471738","월세",58.69,201901,"15",500,50,5,"1995","연립다세대","2019","01","부천시"
"883498","월세",59.97,201807,"13",4500,60,15,"2001","아파트","2018","07","용인기흥구"
"1365357","월세",30,201909,"1",500,42,1,"2013","단독다가구","2019","09","광주시"
"85296","월세",58.71,201609,"28",24000,30,14,"1994","아파트","2016","09","성남분당구"
"664686","월세",60,201706,"5",5000,67,1,"2016","단독다가구","2017","06","하남시"
"1463588","월세",80.91,201903,"23",1000,40,3,"1985","연립다세대","2019","03","김포시"
"799437","월세",101.703,201803,"27",4000,120,14,"2003","아파트","2018","03","부천시"
"10285","전세",162.7081,201610,"26",55000,0,23,"2010","아파트","2016","10","고양일산동구"
"657462","월세",25,201701,"19",1000,40,1,"2016","단독다가구","2017","01","파주시"
"872742","월세",49.7,201806,"27",2374,16,1,"2010","아파트","2018","06","양주시"
"763249","전세",58.86,201808,"8",11500,0,12,"1997","아파트","2018","08","광주시"
"141551","월세",84.8107,201608,"29",10000,48,4,"2003","아파트","2016","08","용인기흥구"
"589922","전세",50,201705,"23",5800,0,1,"1982","단독다가구","2017","05","부천시"
"1405345","전세",83,201906,"3",14000,0,1,"1997","단독다가구","2019","06","수원장안구"
"645924","월세",35,201702,"28",2000,40,1,"2003","단독다가구","2017","02","용인기흥구"
"973651","월세",58.32,201805,"19",1000,40,1,"null","단독다가구","2018","05","부천시"
"62515","월세",91.553,201610,"5",2000,65,6,"2000","아파트","2016","10","남양주시"
"888384","전세",84.966,201812,"29",37000,0,4,"2002","아파트","2018","12","용인수지구"
"175053","전세",49.4,201605,"2",6000,0,5,"1989","아파트","2016","05","파주시"
"1055226","월세",84.82,201806,"10",3000,60,4,"2017","연립다세대","2018","06","가평군"
"843384","전세",84.894,201805,"3",26000,0,8,"2011","아파트","2018","05","시흥시"
"793412","월세",46.9,201802,"27",2423,22,12,"2014","아파트","2018","02","남양주시"
"948109","월세",20,201810,"16",1000,45,1,"2002","단독다가구","2018","10","고양덕양구"
"354806","전세",34.45,201610,"20",11000,0,3,"2004","오피스텔","2016","10","고양일산동구"
"833006","전세",84.4619,201806,"2",36000,0,13,"2016","아파트","2018","06","수원영통구"
"1448684","전세",134.6,201912,"20",16000,0,1,"2015","단독다가구","2019","12","하남시"
"1437865","전세",18,201907,"14",1500,0,1,"null","단독다가구","2019","07","이천시"
"1395345","월세",50,201905,"7",5000,65,1,"2009","단독다가구","2019","05","성남중원구"
"174616","전세",71.559,201607,"9",20000,0,11,"2001","아파트","2016","07","파주시"
"1243680","전세",63.844,201906,"8",21000,0,5,"2016","아파트","2019","06","시흥시"
"887638","전세",84.85,201808,"29",20000,0,6,"2008","아파트","2018","08","용인기흥구"
"1010008","전세",52.07,201803,"5",6500,0,1,"2001","단독다가구","2018","03","시흥시"
"400571","전세",84.573,201712,"10",13500,0,13,"2002","아파트","2017","12","광주시"
"1363902","월세",22,201908,"7",500,40,1,"2014","단독다가구","2019","08","광주시"
"991308","전세",100.98,201806,"21",7000,0,1,"1987","단독다가구","2018","06","성남수정구"
"651089","전세",30,201712,"13",2500,0,1,"1988","단독다가구","2017","12","의왕시"
"1043489","전세",42.5,201803,"24",7000,0,1,"2017","단독다가구","2018","03","평택시"
"43378","전세",59.5305,201609,"20",17000,0,8,"1999","아파트","2016","09","김포시"
"748937","전세",61.56,201804,"25",20000,0,6,"1995","아파트","2018","04","고양일산서구"
"475335","전세",59.57,201712,"1",13000,0,8,"1997","아파트","2017","12","시흥시"
"503493","전세",84.989,201701,"22",30000,0,16,"2006","아파트","2017","01","용인기흥구"
"260723","월세",82.2,201603,"1",2500,15,1,"1995","단독다가구","2016","03","수원팔달구"
"111871","전세",39.61,201602,"13",11500,0,1,"1992","아파트","2016","02","안산단원구"
"957882","전세",57,201803,"26",13000,0,1,"2018","단독다가구","2018","03","광주시"
"936201","전세",84.68,201812,"13",30000,0,8,"2007","아파트","2018","12","화성시"
"129632","월세",39.73,201612,"6",6700,31,15,"2016","아파트","2016","12","안양만안구"
"1473174","월세",23.05,201903,"16",10000,15,2,"2012","연립다세대","2019","03","성남분당구"
"1042888","전세",34.54,201807,"27",4300,0,1,"null","단독다가구","2018","07","평택시"
"607674","전세",16,201704,"16",2000,0,1,"1986","단독다가구","2017","04","성남중원구"
"1039527","전세",40,201804,"23",13000,0,1,"2018","단독다가구","2018","04","파주시"
"804308","월세",59.6,201811,"6",6415,15,10,"2016","아파트","2018","11","부천시"
"1336356","월세",84.3282,201903,"27",20000,60,18,"2019","아파트","2019","03","하남시"
"1505601","전세",27.1,201906,"21",9500,0,9,"2003","오피스텔","2019","06","고양일산동구"
"1372258","월세",45,201902,"16",3000,50,1,"2016","단독다가구","2019","02","김포시"
"186849","전세",59.65,201607,"15",14000,0,11,"2003","아파트","2016","07","화성시"
"322968","전세",38.07,201605,"6",3300,0,2,"1983","연립다세대","2016","05","부천시"
"961926","전세",15.38,201801,"13",5000,0,1,"1970","단독다가구","2018","01","구리시"
"1472677","전세",147.45,201912,"20",57000,0,1,"1998","연립다세대","2019","12","성남분당구"
"850840","전세",61.52,201809,"27",13000,0,8,"1987","아파트","2018","09","안산단원구"
"910378","월세",59.06,201801,"6",2000,70,7,"2004","아파트","2018","01","파주시"
"809462","전세",85,201802,"19",45000,0,16,"1995","아파트","2018","02","성남분당구"
"354862","전세",42.06,201609,"29",12000,0,13,"2004","오피스텔","2016","09","고양일산동구"
"1385150","월세",18,201905,"18",1000,50,1,"2001","단독다가구","2019","05","성남분당구"
"120205","전세",41.09,201601,"16",16500,0,12,"1995","아파트","2016","01","안양동안구"
"733313","월세",27.2,201702,"12",1500,25,4,"2014","오피스텔","2017","02","평택시"
"1509816","전세",32.16,201906,"3",9000,0,12,"2005","오피스텔","2019","06","구리시"
"769454","전세",101.86,201803,"26",38500,0,9,"1992","아파트","2018","03","군포시"
"1207516","전세",46.065,201901,"11",26000,0,9,"1992","아파트","2019","01","성남분당구"
"794721","전세",59.9632,201801,"13",14500,0,3,"2015","아파트","2018","01","남양주시"
"1388654","월세",21,201904,"17",200,15,1,"1992","단독다가구","2019","04","성남수정구"
"1102260","전세",62.93,201805,"9",26000,0,2,"2018","오피스텔","2018","05","광명시"
"431030","월세",59.56,201706,"1",1000,55,10,"2004","아파트","2017","06","동두천시"
"1241090","월세",59.97,201901,"25",2000,50,2,"1996","아파트","2019","01","시흥시"
"1229127","전세",59.99,201911,"15",19000,0,13,"1999","아파트","2019","11","수원영통구"
"1533588","월세",19.16,201903,"30",1000,35,8,"2018","오피스텔","2019","03","하남시"
"64844","전세",37.08,201603,"31",8500,0,1,"1987","아파트","2016","03","부천시"
"77669","전세",162.85,201612,"16",55000,0,15,"1993","아파트","2016","12","성남분당구"
"314900","전세",76.28,201612,"29",8000,0,4,"2010","연립다세대","2016","12","광주시"
"1192882","전세",50.67,201912,"6",8000,0,5,"1986","아파트","2019","12","부천시"
"524100","월세",59.42,201702,"11",2000,60,5,"2002","아파트","2017","02","의정부시"
"1478669","전세",16.01,201906,"18",5000,0,3,"2012","연립다세대","2019","06","수원장안구"
"426","월세",84.8265,201604,"11",5000,60,13,"2007","아파트","2016","04","고양덕양구"
"386630","전세",121.45,201707,"31",30000,0,23,"2011","아파트","2017","07","고양일산서구"
"207504","전세",23.14,201606,"7",5000,0,1,"1984","단독다가구","2016","06","광명시"
"326256","전세",41.88,201608,"16",7500,0,2,"1986","연립다세대","2016","08","부천시"
"1123908","전세",22.23,201807,"31",7000,0,3,"2013","오피스텔","2018","07","화성시"
"403123","월세",69.885,201707,"3",3000,70,3,"1989","아파트","2017","07","구리시"
"119108","전세",84.96,201603,"10",49000,0,7,"2012","아파트","2016","03","안양동안구"
"34096","전세",51.66,201601,"26",22300,0,20,"1994","아파트","2016","01","군포시"
"523947","전세",60,201708,"25",15500,0,3,"1999","아파트","2017","08","의정부시"
"1200906","전세",84.97,201911,"2",31000,0,10,"1995","아파트","2019","11","부천시"
"670619","전세",79,201702,"25",13000,0,1,"1961","단독다가구","2017","02","화성시"
"1131927","전세",45.48,201909,"30",15000,0,10,"1995","아파트","2019","09","고양덕양구"
"291167","월세",26.44,201604,"12",200,15,1,"1982","단독다가구","2016","04","의정부시"
"980654","전세",50,201807,"11",16000,0,1,"2003","단독다가구","2018","07","성남분당구"
"742606","월세",84.9,201804,"10",15000,30,6,"1995","아파트","2018","04","고양덕양구"
"322184","전세",34.56,201612,"23",4500,0,1,"1988","연립다세대","2016","12","부천시"
"973072","전세",26,201806,"3",6000,0,1,"1988","단독다가구","2018","06","부천시"
"1490695","월세",57.17,201912,"9",3000,50,1,"1983","연립다세대","2019","12","양평군"
"306505","월세",44.27,201606,"17",1000,70,1,"null","단독다가구","2016","06","화성시"
"1390793","전세",37.03,201910,"2",9000,0,1,"1984","단독다가구","2019","10","성남수정구"
"351453","월세",54.94,201601,"28",500,54,1,"2011","연립다세대","2016","01","평택시"
"1219002","전세",66.56,201902,"14",14000,0,5,"1987","아파트","2019","02","성남중원구"
